otel,dd,description
distsender_batch_responses_cross_zone_bytes,cockroachdb.distsender.batch_responses.cross_zone.bytes.count,"Total byte count of replica-addressed batch responses received cross zone within the same region when region and zone tiers are configured. However, if the region tiers are not configured, this count may also include batch data received between different regions. Ensuring consistent configuration of region and zone tiers across nodes helps to accurately monitor the data transmitted."
distsender_batch_responses_replica_addressed_bytes,cockroachdb.distsender.batch_responses.replica_addressed.bytes.count,Total byte count of replica-addressed batch responses received
distsender_batches,cockroachdb.distsender.batches.count,Number of batches processed
distsender_batches_async_sent,cockroachdb.distsender.batches.async.sent.count,Number of partial batches sent asynchronously
distsender_batches_async_throttled,cockroachdb.distsender.batches.async.throttled.count,Number of partial batches not sent asynchronously due to throttling
distsender_batches_partial,cockroachdb.distsender.batches.partial.count,Number of partial batches processed after being divided on range boundaries
distsender_errors_inleasetransferbackoffs,cockroachdb.distsender.errors.inleasetransferbackoffs.count,Number of times backed off due to NotLeaseHolderErrors during lease transfer
distsender_errors_notleaseholder,cockroachdb.distsender.errors.notleaseholder.count,Number of NotLeaseHolderErrors encountered from replica-addressed RPCs
distsender_rangefeed_catchup_ranges,cockroachdb.distsender.rangefeed.catchup_ranges,Number of ranges in catchup mode This counts the number of ranges with an active rangefeed that are performing catchup scan.
distsender_rangefeed_error_catchup_ranges,cockroachdb.distsender.rangefeed.error_catchup_ranges.count,Number of ranges in catchup mode which experienced an error
distsender_rangefeed_restart_ranges,cockroachdb.distsender.rangefeed.restart_ranges.count,Number of ranges that were restarted due to transient errors
distsender_rangefeed_retry_logical_ops_missing,cockroachdb.distsender.rangefeed.retry.logical_ops_missing.count,Number of ranges that encountered retryable LOGICAL_OPS_MISSING error
distsender_rangefeed_retry_no_leaseholder,cockroachdb.distsender.rangefeed.retry.no_leaseholder.count,Number of ranges that encountered retryable NO_LEASEHOLDER error
distsender_rangefeed_retry_node_not_found,cockroachdb.distsender.rangefeed.retry.node_not_found.count,Number of ranges that encountered retryable node not found error
distsender_rangefeed_retry_raft_snapshot,cockroachdb.distsender.rangefeed.retry.raft_snapshot.count,Number of ranges that encountered retryable RAFT_SNAPSHOT error
distsender_rangefeed_retry_range_key_mismatch,cockroachdb.distsender.rangefeed.retry.range_key_mismatch.count,Number of ranges that encountered retryable range key mismatch error
distsender_rangefeed_retry_range_merged,cockroachdb.distsender.rangefeed.retry.range_merged.count,Number of ranges that encountered retryable RANGE_MERGED error
distsender_rangefeed_retry_range_not_found,cockroachdb.distsender.rangefeed.retry.range_not_found.count,Number of ranges that encountered retryable range not found error
distsender_rangefeed_retry_range_split,cockroachdb.distsender.rangefeed.retry.range_split.count,Number of ranges that encountered retryable RANGE_SPLIT error
distsender_rangefeed_retry_rangefeed_closed,cockroachdb.distsender.rangefeed.retry.rangefeed_closed.count,Number of ranges that encountered retryable RANGEFEED_CLOSED error
distsender_rangefeed_retry_replica_removed,cockroachdb.distsender.rangefeed.retry.replica_removed.count,Number of ranges that encountered retryable REPLICA_REMOVED error
distsender_rangefeed_retry_send,cockroachdb.distsender.rangefeed.retry.send.count,Number of ranges that encountered retryable send error
distsender_rangefeed_retry_slow_consumer,cockroachdb.distsender.rangefeed.retry.slow_consumer.count,Number of ranges that encountered retryable SLOW_CONSUMER error
distsender_rangefeed_retry_store_not_found,cockroachdb.distsender.rangefeed.retry.store_not_found.count,Number of ranges that encountered retryable store not found error
distsender_rangefeed_total_ranges,cockroachdb.distsender.rangefeed.total_ranges,Number of ranges executing rangefeed This counts the number of ranges with an active rangefeed.
distsender_rangelookups,cockroachdb.distsender.rangelookups.count,Number of range lookups
distsender_rpc_addsstable_sent,cockroachdb.distsender.rpc.addsstable.sent.count,"Number of AddSSTable requests processed. This counts the requests in batches handed to DistSender, not the RPCs sent to individual Ranges as a result."
distsender_rpc_adminchangereplicas_sent,cockroachdb.distsender.rpc.adminchangereplicas.sent.count,"Number of AdminChangeReplicas requests processed. This counts the requests in batches handed to DistSender, not the RPCs sent to individual Ranges as a result."
distsender_rpc_adminmerge_sent,cockroachdb.distsender.rpc.adminmerge.sent.count,"Number of AdminMerge requests processed. This counts the requests in batches handed to DistSender, not the RPCs sent to individual Ranges as a result."
distsender_rpc_adminrelocaterange_sent,cockroachdb.distsender.rpc.adminrelocaterange.sent.count,"Number of AdminRelocateRange requests processed. This counts the requests in batches handed to DistSender, not the RPCs sent to individual Ranges as a result."
distsender_rpc_adminscatter_sent,cockroachdb.distsender.rpc.adminscatter.sent.count,"Number of AdminScatter requests processed. This counts the requests in batches handed to DistSender, not the RPCs sent to individual Ranges as a result."
distsender_rpc_adminsplit_sent,cockroachdb.distsender.rpc.adminsplit.sent.count,"Number of AdminSplit requests processed. This counts the requests in batches handed to DistSender, not the RPCs sent to individual Ranges as a result."
distsender_rpc_admintransferlease_sent,cockroachdb.distsender.rpc.admintransferlease.sent.count,"Number of AdminTransferLease requests processed. This counts the requests in batches handed to DistSender, not the RPCs sent to individual Ranges as a result."
distsender_rpc_adminunsplit_sent,cockroachdb.distsender.rpc.adminunsplit.sent.count,"Number of AdminUnsplit requests processed. This counts the requests in batches handed to DistSender, not the RPCs sent to individual Ranges as a result."
distsender_rpc_adminverifyprotectedtimestamp_sent,cockroachdb.distsender.rpc.adminverifyprotectedtimestamp.sent.count,"Number of AdminVerifyProtectedTimestamp requests processed. This counts the requests in batches handed to DistSender, not the RPCs sent to individual Ranges as a result."
distsender_rpc_barrier_sent,cockroachdb.distsender.rpc.barrier.sent.count,"Number of Barrier requests processed. This counts the requests in batches handed to DistSender, not the RPCs sent to individual Ranges as a result."
distsender_rpc_checkconsistency_sent,cockroachdb.distsender.rpc.checkconsistency.sent.count,"Number of CheckConsistency requests processed. This counts the requests in batches handed to DistSender, not the RPCs sent to individual Ranges as a result."
distsender_rpc_clearrange_sent,cockroachdb.distsender.rpc.clearrange.sent.count,"Number of ClearRange requests processed. This counts the requests in batches handed to DistSender, not the RPCs sent to individual Ranges as a result."
distsender_rpc_computechecksum_sent,cockroachdb.distsender.rpc.computechecksum.sent.count,"Number of ComputeChecksum requests processed. This counts the requests in batches handed to DistSender, not the RPCs sent to individual Ranges as a result."
distsender_rpc_conditionalput_sent,cockroachdb.distsender.rpc.conditionalput.sent.count,"Number of ConditionalPut requests processed. This counts the requests in batches handed to DistSender, not the RPCs sent to individual Ranges as a result."
distsender_rpc_delete_sent,cockroachdb.distsender.rpc.delete.sent.count,"Number of Delete requests processed. This counts the requests in batches handed to DistSender, not the RPCs sent to individual Ranges as a result."
distsender_rpc_deleterange_sent,cockroachdb.distsender.rpc.deleterange.sent.count,"Number of DeleteRange requests processed. This counts the requests in batches handed to DistSender, not the RPCs sent to individual Ranges as a result."
distsender_rpc_endtxn_sent,cockroachdb.distsender.rpc.endtxn.sent.count,"Number of EndTxn requests processed. This counts the requests in batches handed to DistSender, not the RPCs sent to individual Ranges as a result."
distsender_rpc_err_ambiguousresulterrtype,cockroachdb.distsender.rpc.err.ambiguousresulterrtype.count,Number of AmbiguousResultErrType errors received replica-bound RPCs This counts how often error of the specified type was received back from replicas as part of executing possibly range-spanning requests. Failures to reach the target replica will be accounted for as 'roachpb.CommunicationErrType' and unclassified errors as 'roachpb.InternalErrType'.
distsender_rpc_err_batchtimestampbeforegcerrtype,cockroachdb.distsender.rpc.err.batchtimestampbeforegcerrtype.count,Number of BatchTimestampBeforeGCErrType errors received replica-bound RPCs This counts how often error of the specified type was received back from replicas as part of executing possibly range-spanning requests. Failures to reach the target replica will be accounted for as 'roachpb.CommunicationErrType' and unclassified errors as 'roachpb.InternalErrType'.
distsender_rpc_err_communicationerrtype,cockroachdb.distsender.rpc.err.communicationerrtype.count,Number of CommunicationErrType errors received replica-bound RPCs This counts how often error of the specified type was received back from replicas as part of executing possibly range-spanning requests. Failures to reach the target replica will be accounted for as 'roachpb.CommunicationErrType' and unclassified errors as 'roachpb.InternalErrType'.
distsender_rpc_err_conditionfailederrtype,cockroachdb.distsender.rpc.err.conditionfailederrtype.count,Number of ConditionFailedErrType errors received replica-bound RPCs This counts how often error of the specified type was received back from replicas as part of executing possibly range-spanning requests. Failures to reach the target replica will be accounted for as 'roachpb.CommunicationErrType' and unclassified errors as 'roachpb.InternalErrType'.
distsender_rpc_err_indeterminatecommiterrtype,cockroachdb.distsender.rpc.err.indeterminatecommiterrtype.count,Number of IndeterminateCommitErrType errors received replica-bound RPCs This counts how often error of the specified type was received back from replicas as part of executing possibly range-spanning requests. Failures to reach the target replica will be accounted for as 'roachpb.CommunicationErrType' and unclassified errors as 'roachpb.InternalErrType'.
